Produit_id;Categorie;Rayon;Libelle_produit;Prix
5026767366043;Produits Secs & Conserves;pates;500g penne rigate panzani;1.24
1002603715237;Produits Secs & Conserves;pates;500g spaghetti panzani;0.84
2113941413715;Produits Secs & Conserves;pates;1kg coquillettes panzani;1.73
2597945667827;Produits Secs & Conserves;pates;1kg spaghetti panzani;1.53
8046456922921;Produits Secs & Conserves;pates;panzani farfalle 500g;1.22
4751738990501;Produits Secs & Conserves;pates;1kg farfalle panzani;1.92
551910881758;Produits Secs & Conserves;pates;400g tagliatelles pates fraich;2.07
6865816645372;Produits Secs & Conserves;pates;400g fettucine pates fraiches;2.07
3930087202824;Produits Secs & Conserves;pates;250g mini gnocchi gd mere;1.13
9793429083469;Produits Secs & Conserves;pates;250g mini coquillettes gd mere;1.17
6867518808435;Produits Secs & Conserves;pates;250g mini pate avions gd mere;1.18
6293799746293;Produits Secs & Conserves;pates;nids 2mm grand mere 250g;1.15
6412794254894;Produits Secs & Conserves;pates;nids 4mm grand mere 250g;1.18
4175097894401;Produits Secs & Conserves;pates;spaghettis grand mere 250 g;1.14
2480959214155;Produits Secs & Conserves;pates;250g macaronis longs gd mere;1.15
6380195266991;Produits Secs & Conserves;pates;macaroni coupe gd mere 250g;1.15
6686768701356;Produits Secs & Conserves;pates;250g coquilles cellos gr mere;1.18
1103153417419;Produits Secs & Conserves;pates;coquillettes grand mere 250g;1.17
4076136975391;Produits Secs & Conserves;pates;250g torsades cellos gr.mere;1.14
8286985683087;Produits Secs & Conserves;pates;papillons grand mere 250g;1.18
834348943613;Produits Secs & Conserves;pates;250g tagliatelles grand mere;1.18
1821733594346;Produits Secs & Conserves;pates;spirales grand mere 250g;1.17
1162266497208;Produits Secs & Conserves;pates;250g pennes grand mere;1.17
7500839760051;Produits Secs & Conserves;pates;500g parpadelles grand mere;2.37
1779685611150;Produits Secs & Conserves;pates;250g pepinettes cellos gr mere;2.12
8855635668141;Produits Secs & Conserves;pates;500g nids tricolores gd mere;2.54
5216486015256;Produits Secs & Conserves;pates;500g knepfle grand mere;2.19
2827647783826;Produits Secs & Conserves;pates;spaetzle grand mere 250g;1.14
3550158646750;Produits Secs & Conserves;pates;400g crozets chanterelle;3.42
3116144622713;Produits Secs & Conserves;pates;350g pates a poeler cornette;1.48
2623713340625;Produits Secs & Conserves;pates;350g pate poeler tressine alpi;1.55
7854690453861;Produits Secs & Conserves;pates;500g nouilles gourm. savoisien;1.63
3450551053587;Produits Secs & Conserves;pates;400g taillerin cepe&bol cx sav;3.22
972897939356;Produits Secs & Conserves;pates;400g taillerins trompet.chant.;3.19
7793551282485;Produits Secs & Conserves;pates;500g avoines cx savoie;1.6
939915253334;Produits Secs & Conserves;pates;500g pates p. gourmandes perle;1.59
4538050075589;Produits Secs & Conserves;pates;400g crozet blancs cx savoiee;3.46
409588073816;Produits Secs & Conserves;pates;400g crozets sarrasin alpina;3.36
6351067722003;Produits Secs & Conserves;pates;tagliatelles spiruline;3.99
1122398414298;Produits Secs & Conserves;pates;gouttes de mer;3.99
5601045507916;Produits Secs & Conserves;pates;linguine  n›7 500g de cecco;2.02
835413584842;Produits Secs & Conserves;pates;500g spaghetti n›12 de cecco;1.82
7092175593622;Produits Secs & Conserves;pates;500g fusilli de cecco;1.93
8859563024910;Produits Secs & Conserves;pates;penne rigate  n41 500g de cec;1.81
7483803964064;Produits Secs & Conserves;pates;cavatappi 500g  de cecco;2.00
2106556596960;Produits Secs & Conserves;pates;500g orecchiette n›91 dececco;2.27
7853887470177;Produits Secs & Conserves;pates;funghini 500g  de cecco;2.03
9548420302584;Produits Secs & Conserves;pates;500g conchiglioni rigati cecco;2.44
9331107443802;Produits Secs & Conserves;pates;500g calamarata de cecco;2.38
629303339983;Produits Secs & Conserves;pates;strangozzi 500g  de cecco;2.38
5348856296657;Produits Secs & Conserves;pates;250g pate chicche de cecco;2.01
8794940686958;Produits Secs & Conserves;pates;500g capellini rummo;2.05
3913280985908;Produits Secs & Conserves;pates;500g linguine rum.lenta lavora;2.05
1673938523554;Produits Secs & Conserves;pates;500g fusilli rum.lenta lavoraz;2.12
6394226267876;Produits Secs & Conserves;pates;500g penne rigate rum.lent lav;2.02
713305683504;Produits Secs & Conserves;pates;500g tripoline rummo;2.59
4199161975286;Produits Secs & Conserves;pates;500g farfalle rummo;2.09
3547153198856;Produits Secs & Conserves;pates;500g fusillotti rummo;2.75
4756713991859;Produits Secs & Conserves;pates;500g spaghetti bio rummo;3.11
6226770774575;Produits Secs & Conserves;pates;500g penne rigate bio rummo;3.11
6847587887586;Produits Secs & Conserves;pates;400g linguine rummo s/s gluten;2.89
6288294878293;Produits Secs & Conserves;pates;400g stelline rummo s/s gluten;2.89
9106900862468;Produits Secs & Conserves;pates;400g fusilli rummo sans gluten;2.89
6041687123463;Produits Secs & Conserves;pates;1kg spaghetti barilla;1.57
618545593339;Produits Secs & Conserves;pates;1kg penne barilla;1.65
5248527447946;Produits Secs & Conserves;pates;500g capellini barilla;1.07
4415039112052;Produits Secs & Conserves;pates;500g spaghettini n›3 barilla;1.3
7259394510133;Produits Secs & Conserves;pates;500g spaghetti  n›5 barilla;0.87
2816723910145;Produits Secs & Conserves;pates;500g lasagne collezione barill;1.74
7555131565498;Produits Secs & Conserves;pates;500g pq. penn rigat barilla;1.05
4572051012901;Produits Secs & Conserves;pates;500g tortiglioni barilla;1.46
8554530926312;Produits Secs & Conserves;pates;500g pq. pipe rigat barilla;1.14
6727110209715;Produits Secs & Conserves;pates;500g farfallin bte cart barill;1.25
5472769301227;Produits Secs & Conserves;pates;500g pates vermicelle barilla;1.27
2699228766289;Produits Secs & Conserves;pates;500g macaroni barilla;1.09
3715344660804;Produits Secs & Conserves;pates;500g pq. farfall barilla;1.03
3804713622647;Produits Secs & Conserves;pates;250g cannelloni barilla;1.39
6992573805463;Produits Secs & Conserves;pates;500g coquillett barilla;0.96
4531074031653;Produits Secs & Conserves;pates;500g spaghettoni barilla;0.93
2852094647093;Produits Secs & Conserves;pates;250g tortel.jamb./from.barilla;2.35
5138849813063;Produits Secs & Conserves;pates;250g tortel.from.barilla;2.36
4445791387391;Produits Secs & Conserves;pates;500g girandol torsad barilla;0.95
8159224714056;Produits Secs & Conserves;pates;500g gnochetti barilla la clze;1.41
6111967245604;Produits Secs & Conserves;pates;1kg coquillettes barilla;1.77
6056712954040;Produits Secs & Conserves;pates;500g mini farfal poccol barill;1.2
7112052179284;Produits Secs & Conserves;pates;500g mn pen rigat picco barill;1.15
3534255422390;Produits Secs & Conserves;pates;500g pates linguin barilla;1.38
2187451801891;Produits Secs & Conserves;pates;500g mini pipe rigate barilla;1.17
9082889926240;Produits Secs & Conserves;pates;500g castellan collez barilla;1.38
9454410316445;Produits Secs & Conserves;pates;500g tagliatelle la collezione;1.74
818081820843;Produits Secs & Conserves;pates;500g spaghetti ble cpl barilla;1.32
2499988056315;Produits Secs & Conserves;pates;500g cellentani barilla;1.38
3444556196348;Produits Secs & Conserves;pates;500g trofie barilla;1.38
4171234858818;Produits Secs & Conserves;pates;500g mafalde barilla la colzne;1.62
7322227252154;Produits Secs & Conserves;pates;1kg spaghettoni barilla;1.8
1295050357232;Produits Secs & Conserves;pates;400g spaghetti sans gluten;2.33
1097613906522;Produits Secs & Conserves;pates;400g penne sans gluten;2.33
6057249065607;Produits Secs & Conserves;pates;400g coquilette sans gluten;2.3
4289565976913;Produits Secs & Conserves;pates;250g garganelli la clze barill;1.64
8545063518740;Produits Secs & Conserves;pates;500g linguine a.barilla;2.59
8340969526089;Produits Secs & Conserves;pates;500g fusilli a.barilla;2.59
3511087522709;Produits Secs & Conserves;pates;500g orecchiette a.barilla;2.59
1638231380880;Produits Secs & Conserves;pates;100g landleben pois d'or;0.83
2415269124383;Produits Secs & Conserves;pates;200g landleben pois d'or;1.38
1724527925685;Produits Secs & Conserves;pates;175g landleben crepes d'or;1.21
5368926199695;Produits Secs & Conserves;riz et farines;500g semoule ble dur moyenne;1.38
2353977960756;Produits Secs & Conserves;riz et farines;5x90g riz 5 min lustucru;2.16
1537693346723;Produits Secs & Conserves;riz et farines;5x90g riz basmati sct cuis lus;2.69
7548103317720;Produits Secs & Conserves;riz et farines;5x90g riz thai sch cuiss lust.;2.49
2417137162257;Produits Secs & Conserves;riz et farines;450g riz complet lustucru;2.08
3862587026738;Produits Secs & Conserves;riz et farines;400g riz a poeler lustucru;2.16
428062128320;Produits Secs & Conserves;riz et farines;5x90g riz basmati sachet cuiss;2.53
4755461486583;Produits Secs & Conserves;riz et farines;500g risotto taureau aile;2.43
9074127045951;Produits Secs & Conserves;riz et farines;500g riz basmati himalaya ta;2.7
8978219596230;Produits Secs & Conserves;riz et farines;500g riz 2 basmati ta;2.86
313684398747;Produits Secs & Conserves;riz et farines;500g riz parfume taureau aile;2.25
1553453060022;Produits Secs & Conserves;riz et farines;500g riz basmati taureau aile;2.39
3321597775590;Produits Secs & Conserves;riz et farines;1kg riz basmati taureau aile;3.63
7442928009197;Produits Secs & Conserves;riz et farines;500g riz basmati imperial ta;2.9
7580269642831;Produits Secs & Conserves;riz et farines;450g riz basmati t.a chanderna;2.8
4906621462372;Produits Secs & Conserves;riz et farines;450g riz thai bangkok;2.8
5375094636331;Produits Secs & Conserves;riz et farines;pq 500g lentil.verte du puy;4.13
310863924067;Produits Secs & Conserves;riz et farines;500g lentilles vertes ch. roug;1.67
8922162942615;Produits Secs & Conserves;riz et farines;360g lentille verte 8 min saba;3.16
550572108439;Produits Secs & Conserves;riz et farines;1kg graine couscous moyen;2.26
4073547504657;Produits Secs & Conserves;riz et farines;bte 500g couscous moyen tipiak;1.68
5986863114040;Produits Secs & Conserves;riz et farines;500g graine couscous fine;1.25
8065909189922;Produits Secs & Conserves;riz et farines;bt 500g polenta precuit.tipiak;1.51
9886289564461;Produits Secs & Conserves;riz et farines;5x100g couscous scht cuis tip;1.75
7578173692607;Produits Secs & Conserves;riz et farines;500g couscous parfume epices;3.17
7750045686422;Produits Secs & Conserves;riz et farines;400g cereales mediterranenne;3.26
1343724922410;Produits Secs & Conserves;riz et farines;225g  mogette de vendee gillet;2.37
3190630177348;Produits Secs & Conserves;riz et farines;500g semoule moyenne alpina;1.89
3656544339426;Produits Secs & Conserves;riz et farines;1kg polenta tradition grosse;2.5
8847405854885;Produits Secs & Conserves;riz et farines;1kg polenta tradition moyenne;2.22
7886655004848;Produits Secs & Conserves;riz et farines;1kg polenta tradition fine;2.48
8536439224434;Produits Secs & Conserves;riz et farines;500g polenta express moyenne;1.74
8993140622370;Produits Secs & Conserves;riz et farines;500g ebly tendrissimo 10mn;1.94
8592395942421;Produits Secs & Conserves;riz et farines;lt3x130g riz basmati ub expr.;4.03
1677943572877;Produits Secs & Conserves;riz et farines;250g riz complet ub;1.95
7997258041107;Produits Secs & Conserves;riz et farines;250g riz express paella u.ben;1.71
2881865701541;Produits Secs & Conserves;riz et farines;250g riz mediter.2mm pochon ub;1.6
5051050173792;Produits Secs & Conserves;riz et farines;250g riz cantonnais uncle ben;1.62
9289490801404;Produits Secs & Conserves;riz et farines;250g riz basmati l.g pochon 2';1.33
9360636422852;Produits Secs & Conserves;riz et farines;250g riz tomates/h.oliv ub;1.82
3642647770321;Produits Secs & Conserves;riz et farines;330g meli melo gourmand tipiak;3.35
1046859876950;Produits Secs & Conserves;riz et farines;350g prep.taboule citron/menth;2.77
9427722170747;Produits Secs & Conserves;riz et farines;400g quinoa gourmand tipiak;3.74
2239777395307;Produits Secs & Conserves;riz et farines;250g sachet haricot de soisson;6.05
3088839606175;Produits Secs & Conserves;riz et farines;500g sachet haricot de soisson;10.57
7985870765218;Produits Secs & Conserves;riz et farines;220g melange 5 cereales ub;2.34
4532178061559;Produits Secs & Conserves;riz et farines;200g riz ble quinoa ub;2.34
9965979467724;Produits Secs & Conserves;riz et farines;250g riz champignon express ub;1.89
5637579426801;Produits Secs & Conserves;riz et farines;250g riz express basmati curry;2.05
4402536708259;Produits Secs & Conserves;riz et farines;250g riz express citron/romari;2.03
2909410825418;Produits Secs & Conserves;riz et farines;220g ble nat/h.oli2mmpoc.ebly;1.77
9778463629890;Produits Secs & Conserves;riz et farines;220g ebly expr.tom/bas 2'pch;2.03
8155131200660;Produits Secs & Conserves;riz et farines;500g riz basmati supremeveete;2.05
4153895092812;Produits Secs & Conserves;riz et farines;280g riz basmati veetee;1.99
1785835064812;Produits Secs & Conserves;riz et farines;300g riz thai citron vert veet;1.99
6209504824161;Produits Secs & Conserves;riz et farines;280g dine-in golden vegetale;2.01
5156719203786;Produits Secs & Conserves;riz et farines;280g riz complet & quinoa veet;2.01
3013333816238;Produits Secs & Conserves;riz et farines;500g etu riz u.ben's 10mn;1.78
1655410229003;Produits Secs & Conserves;riz et farines;1kg riz 10mn long vrac u.ben's;2.88
4099850803999;Produits Secs & Conserves;riz et farines;4x125g riz st cuisson 10mn u/b;1.81
8647753324138;Produits Secs & Conserves;riz et farines;5x200g riz lg uncle bens scht;3.04
7585301433405;Produits Secs & Conserves;riz et farines;500g riz jasmin sachet cuisson;2.65
9898959550068;Produits Secs & Conserves;riz et farines;et 1kg riz uncle ben's 20 mn;3.7
2689114714179;Produits Secs & Conserves;riz et farines;500g riz basmati scht cuisson;2.62
4152698860655;Produits Secs & Conserves;riz et farines;375g polenta  de cecco;2.38
9766417098038;Produits Secs & Conserves;riz et farines;500g riz risotto carnaroli;3.39
7591967850306;Produits Secs & Conserves;riz et farines;210g risotto pronto cepes;3.45
539862893969;Produits Secs & Conserves;produits patisserie;20ml vanille natur.vahine;2.46
6441981723604;Produits Secs & Conserves;produits patisserie;21g nappage pour tarte vahine;1.43
9345559871639;Produits Secs & Conserves;produits patisserie;200ml arome fleur oranger vahi;2.25
2404814286489;Produits Secs & Conserves;produits patisserie;20ml arome amande amere vahine;1.59
1207117781704;Produits Secs & Conserves;produits patisserie;20ml arome citron vahine;1.58
8070337763200;Produits Secs & Conserves;produits patisserie;20ml arome orange vahine;1.58
2424473082304;Produits Secs & Conserves;produits patisserie;20ml extrait cafe vahine;1.54
7832824761308;Produits Secs & Conserves;produits patisserie;7g vanille poudre sucree vahin;3.81
490191906547;Produits Secs & Conserves;produits patisserie;700g napp.caramel nature vahin;4.85
7666177152106;Produits Secs & Conserves;produits patisserie;200ml arom.vanil.artific.vahin;4.07
526744548452;Produits Secs & Conserves;produits patisserie;100g pralin vahine;2.49
9537244931717;Produits Secs & Conserves;produits patisserie;65g vermicelles choco. vahine;2.09
8314305780951;Produits Secs & Conserves;produits patisserie;80g perles multicolores vahine;2.09
5665457832203;Produits Secs & Conserves;produits patisserie;65g vermic.arc en ciel vahine;2.15
7262768717598;Produits Secs & Conserves;produits patisserie;125g amandes decortiquees vahi;4.27
9036880213078;Produits Secs & Conserves;produits patisserie;125g amandes emondees vahine;4.27
5227206565356;Produits Secs & Conserves;produits patisserie;125g amandes effilees vahine;4.16
2116985196319;Produits Secs & Conserves;produits patisserie;125g amande poudre vahine;3.49
2810142799911;Produits Secs & Conserves;produits patisserie;125g noiset.decortiquees vahin;3.92
1407241323883;Produits Secs & Conserves;produits patisserie;125g noix coco rapee vahine;1.88
6612431801786;Produits Secs & Conserves;produits patisserie;125g raisins blonds vahine;1.79
8235711031513;Produits Secs & Conserves;produits patisserie;3x6ml colorant patissier vahin;2.15
9713004886670;Produits Secs & Conserves;produits patisserie;bougies anniversaire vahine;2.07
6893978709360;Produits Secs & Conserves;produits patisserie;bougies magiques vahine;2.02
5009224987226;Produits Secs & Conserves;produits patisserie;plaquet.joyeux anniversai.vahi;2.03
9152312808227;Produits Secs & Conserves;produits patisserie;19.5g fixe chantilly vahine;0.97
2219315185656;Produits Secs & Conserves;produits patisserie;100g pepites de chocolat vahin;2.77
9397351470756;Produits Secs & Conserves;produits patisserie;17g scht gelatine 9 feuilles;1.94
1251061341984;Produits Secs & Conserves;produits patisserie;50g amandes en batonnets;2.9
7411694986259;Produits Secs & Conserves;produits patisserie;100g citrons confits;3.95
2787869372721;Produits Secs & Conserves;produits patisserie;26g alphabet chiffres chocolat;3.49
4636609870598;Produits Secs & Conserves;produits patisserie;20g coeurs & etoiles en choco;3.49
5265745424963;Produits Secs & Conserves;produits patisserie;20g colorants gel;4.27
592681624781;Produits Secs & Conserves;produits patisserie;poudre irisee or;5.23
9512862339198;Produits Secs & Conserves;produits patisserie;98g multi-deco adventure;5.23
7740332157714;Produits Secs & Conserves;produits patisserie;125g fondant blanc;3.66
7652713173378;Produits Secs & Conserves;produits patisserie;sirop de glucose;4.32
6264414069231;Produits Secs & Conserves;produits patisserie;70g pepites caramel fudge;3.82
9411401364057;Produits Secs & Conserves;produits patisserie;4g vanil madagascar poudre;4.32
5065473394903;Produits Secs & Conserves;produits patisserie;100g amandes poudre brute vahi;3.8
9799630063130;Produits Secs & Conserves;produits patisserie;250g raisins secs vahine;1.83
7911744550449;Produits Secs & Conserves;produits patisserie;100g noisettes brutes poudre;3.8
3230871907715;Produits Secs & Conserves;produits patisserie;50g pignons de pin vahine;3.92
1722074443981;Produits Secs & Conserves;produits patisserie;25gcray patissi ros paillet va;2.08
4852622387631;Produits Secs & Conserves;produits patisserie;50g cerneaux noix vahine;1.87
5570151219506;Produits Secs & Conserves;produits patisserie;165g nappage framboise vahine;2.47
8296382121683;Produits Secs & Conserves;produits patisserie;210g napp.caram.naturel vahine;1.75
5501069082677;Produits Secs & Conserves;produits patisserie;caramel gout vanillenapp.210 g;1.99
6145702611552;Produits Secs & Conserves;produits patisserie;bougie musicale vahine;4.55
7950440162867;Produits Secs & Conserves;produits patisserie;120g glacage chocolat vahine;2.29
3228353204334;Produits Secs & Conserves;produits patisserie;bougie & chif plastique vahine;4.29
4774409063836;Produits Secs & Conserves;produits patisserie;bougie chif adulte 0 vahine;1.42
7222137498968;Produits Secs & Conserves;produits patisserie;bougie chif adulte 1 vahine;1.42
5690927317063;Produits Secs & Conserves;produits patisserie;bougie chif adulte 2 vahine;1.42
5633473860105;Produits Secs & Conserves;produits patisserie;bougie chif adulte 3 vahine;1.44
2900741050442;Produits Secs & Conserves;produits patisserie;bougie chif adulte 4 vahine;1.42
5964039868139;Produits Secs & Conserves;produits patisserie;bougie chif adulte 5 vahine;1.42
1242847873567;Produits Secs & Conserves;produits patisserie;bougie chif adulte 6 vahine;1.42
2770857441825;Produits Secs & Conserves;produits patisserie;bougie chif adulte 7 vahine;1.42
6618735510309;Produits Secs & Conserves;produits patisserie;bougie chiffre adulte 8 vahine;1.42
5709518289578;Produits Secs & Conserves;produits patisserie;bougie chiffre adulte 9 vahine;1.42
8594628993077;Produits Secs & Conserves;produits patisserie;50g cerneaux noix pecan vahine;2.09
8941035248228;Produits Secs & Conserves;produits patisserie;125g pepit.fr secs caram vahin;2.92
7562175690028;Produits Secs & Conserves;produits patisserie;150g fruits conf.ass.vahine;3.26
6335091326751;Produits Secs & Conserves;produits patisserie;150g bigarreaux confits vahine;3.85
7655498100314;Produits Secs & Conserves;produits patisserie;150g macedoine vahine;3.08
5548128643494;Produits Secs & Conserves;produits patisserie;200g prep.creme frangipane vah;3.45
2507764720187;Produits Secs & Conserves;produits patisserie;35g cannelle ceylan poudre vah;2.35
752133915662;Produits Secs & Conserves;produits patisserie;pruneaux agen 250g vahine;2.79
382849413852;Produits Secs & Conserves;produits patisserie;18g 3sachets gelatine poudre;1.74
6543065672736;Produits Secs & Conserves;produits patisserie;100g godet ecorces orange conf;3.76
8410506877235;Produits Secs & Conserves;produits patisserie;50ml fl.arome naturel vanille;4.49
9439733327288;Produits Secs & Conserves;produits patisserie;200g prep.crem.amandine vahine;2.77
3228185928220;Produits Secs & Conserves;produits patisserie;350g sweety napp.chocolat vahi;3.05
36979363873;Produits Secs & Conserves;produits patisserie;3g vanille st 2 gousses vahine;4.45
1951250691200;Produits Secs & Conserves;produits patisserie;90g pepites nougatine vahine;2.81
231215139336;Produits Secs & Conserves;produits patisserie;125g amandin;3.85
379080845032;Produits Secs & Conserves;produits patisserie;100g amandes effilees grillees;4.37
7375954774837;Produits Secs & Conserves;produits patisserie;100g ti coco vahine;2.29
8294773656766;Produits Secs & Conserves;produits patisserie;10 bougies effilees design;2.19
4295920228831;Produits Secs & Conserves;produits patisserie;12 bougies paillettes princess;2.17
7737339251895;Produits Secs & Conserves;produits patisserie;55g coeurs en sucre vahine;2.08
272380070937;Produits Secs & Conserves;produits patisserie;52g etoiles en sucre vahine;2.15
5417077116933;Produits Secs & Conserves;produits patisserie;90g billes 3 chocos vahine;3.14
2942842787931;Produits Secs & Conserves;produits patisserie;30g mini marshmallow vahine;3.18
6377609077812;Produits Secs & Conserves;produits patisserie;23gr cray patissier choc noise;2.4
2060849711745;Produits Secs & Conserves;produits patisserie;45g pignons pin grilles vahine;4.15
5987733745106;Produits Secs & Conserves;produits patisserie;50g eclats pistache torrefiees;4.05
7759394577685;Produits Secs & Conserves;produits patisserie;200g amande poudre vahine;4.21
5689766860863;Produits Secs & Conserves;produits patisserie;200g noix de coco rapee vahine;2.97
7548020366794;Produits Secs & Conserves;produits patisserie;3g vanille intense vahine bio;3.38
423033401652;Produits Secs & Conserves;produits patisserie;8g agar vahine;3.26
2770814193553;Produits Secs & Conserves;produits patisserie;165g nappage fr.rouges vahine;2.71
9515628401339;Produits Secs & Conserves;produits patisserie;190g nappage caramel sel vahin;2.86
6447822688825;Produits Secs & Conserves;produits patisserie;190g nappage chocolat vahine;2.85
7812914624416;Produits Secs & Conserves;produits patisserie;125g noisette.grill.poudre vah;4.35
1264359192652;Produits Secs & Conserves;produits patisserie;100g pepit.chocolat lait vahin;3.11
7162145045830;Produits Secs & Conserves;produits patisserie;100g pepites chunk choco.nr.va;2.97
8115189039134;Produits Secs & Conserves;produits patisserie;200g pepites choc.noir vahine;4.6
8472385567984;Produits Secs & Conserves;produits patisserie;82g duc sucre dore vahine;3.05
1282847881207;Produits Secs & Conserves;produits patisserie;120g glacage blanc  vahine;2.75
5859963879894;Produits Secs & Conserves;produits patisserie;20ml arome pistache vahine;2.19
7383865715660;Produits Secs & Conserves;produits patisserie;100g pep.chunks 3 choc vahine;2.88
9118299354841;Produits Secs & Conserves;produits patisserie;100g pralines roses vahine;3.08
2922849290013;Produits Secs & Conserves;produits patisserie;120g  sucre chouquettes vahine;2.14
6309646509628;Produits Secs & Conserves;produits patisserie;20ml arome nx coco  vahine;2.11
6851099816549;Produits Secs & Conserves;produits patisserie;20ml arome fraise vahine;2.28
3576428183408;Produits Secs & Conserves;produits patisserie;165g nap mang passion vahine;2.67
4229189386176;Produits Secs & Conserves;produits patisserie;150g pate amande tricolore40%;2.72
3043385659831;Produits Secs & Conserves;produits patisserie;250g pate a sucre vahine;3.99
4992934879906;Produits Secs & Conserves;produits patisserie;250g pate a sucre roug/nr/ vte;3.83
3183876102893;Produits Secs & Conserves;produits patisserie;125g cranberries vahine;3.71
1978870668907;Produits Secs & Conserves;produits patisserie;3gvanille papouasi 1gous vahin;3.76
9552935624911;Produits Secs & Conserves;produits patisserie;6g vanille fagot 4 gousses;7.27
5286338429879;Produits Secs & Conserves;produits patisserie;50g perles argentees vahine;3.4
3188412631077;Produits Secs & Conserves;produits patisserie;55g perles ivoires vahine;3.34
2925862175471;Produits Secs & Conserves;produits patisserie;55g perles bleues vahine;3.26
6335060803557;Produits Secs & Conserves;produits patisserie;20g coeurs en sucre vahine;3.14
8877104340109;Produits Secs & Conserves;produits patisserie;20g roses en sucre vahine;3.09
7407606822443;Produits Secs & Conserves;produits patisserie;140g top cupcake vanill vahine;3.86
3983918804040;Produits Secs & Conserves;produits patisserie;140g topp cupcake choc vahine;3.77
404841003870;Produits Secs & Conserves;produits patisserie;300g top dessert fraise vahine;3.63
4020731938655;Produits Secs & Conserves;produits patisserie;300g top dessert caram lt vahi;3.63
6773058524467;Produits Secs & Conserves;produits patisserie;300g prepa base cupcake vahine;2.7
9072101204797;Produits Secs & Conserves;produits patisserie;250g pate a sucre rose/bleu va;3.68
2670825220967;Produits Secs & Conserves;produits patisserie;25g crayon patiss blanc vahine;2.39
5348897484437;Produits Secs & Conserves;produits patisserie;146g multideco vahine;5.25
6300265581111;Produits Secs & Conserves;produits patisserie;138g multi deco fantasy vahine;5.88
3738033028884;Produits Secs & Conserves;riz et farines;160g puree anc 2 from mousline;3
5470317284178;Produits Secs & Conserves;riz et farines;375g mousl.s.anc.presse puree;3.18
8726854689073;Produits Secs & Conserves;riz et farines;500g puree sav ancien mousline;3.5
1996864162879;Produits Secs & Conserves;riz et farines;estofinade aveyronnaise 90g;5.6
618133273728;Produits Secs & Conserves;riz et farines;la truffade auvergnate 125g;6.8
2914749346450;Produits Secs & Conserves;riz et farines;270g aligot marie de livinhac;7.51
2881851029651;Produits Secs & Conserves;riz et farines;mousline tendresse lait 3x125g;2.51
6067517183770;Produits Secs & Conserves;riz et farines;3x75g ecrase de pdt sav ancien;2.59
7266446338922;Produits Secs & Conserves;riz et farines;mousline nature maggi 4x130g;2.34
9805717943964;Produits Secs & Conserves;riz et farines;8x130g puree nature mousline;4.26
4293923514891;Produits Secs & Conserves;riz et farines;4x31.25g puree nature mousline;0.85
2090276883383;Produits Secs & Conserves;riz et farines;125g puree nature mousline;1.1
6050369276077;Produits Secs & Conserves;riz et farines;4x31.25g puree lait mouslinel.;1.43
5790415880605;Produits Secs & Conserves;riz et farines;125g puree sav.anc.mousline;1.63
7946599803935;Produits Secs & Conserves;chips;6x25g lay's multipacks sel;1.99
5357270408766;Produits Secs & Conserves;chips;lay's nature 300g;2.69
2129091121618;Produits Secs & Conserves;chips;lays multipack nature 6x27.5g;2.61
22991666371;Produits Secs & Conserves;chips;lays multipack chips a.6x27.5g;2.33
3910008001268;Produits Secs & Conserves;chips;lays a l ancienne moutarde 120;1.74
6393678797278;Produits Secs & Conserves;chips;130g lay's barbecue;1.3
4809239510213;Produits Secs & Conserves;chips;130g lay's degustation salt;2.16
2235700896858;Produits Secs & Conserves;chips;120g lay's deep ridged nat.;1.65
7244156607825;Produits Secs & Conserves;chips;120g lay's  deep ridg amer.ba;1.65
2795385154344;Produits Secs & Conserves;chips;lays multipack paysanne nature;2.61
4512574364458;Produits Secs & Conserves;chips;lay's barbecue 240g;2.31
9172978526171;Produits Secs & Conserves;chips;lay's bolognaise 130g;1.48
1704306639409;Produits Secs & Conserves;chips;lays spicy 130g;1.59
9053351468272;Produits Secs & Conserves;chips;lay's poulet thym 130g;1.52
5167794947971;Produits Secs & Conserves;chips;lays fromage 130g;1.59
9701133782093;Produits Secs & Conserves;chips;lay's paprika 130g;1.56
8796276710102;Produits Secs & Conserves;chips;lay's jambon braise 130g;1.55
8791315433027;Produits Secs & Conserves;chips;lay's sel & vinaigre 220g;2.65
8408495827266;Produits Secs & Conserves;chips;lay's deep ridged sour cream &;1.65
4570529857382;Produits Secs & Conserves;chips;lay's saveur ch'ti sauce pom'f;1.64
4071646108648;Produits Secs & Conserves;chips;lay's cheese max 130g;1.55
2934780557397;Produits Secs & Conserves;chips;lay's edition limitee 1  120g;1.64
8159222743620;Produits Secs & Conserves;chips;lay's edit.limit.sav.piment ba;1.64
8134833861037;Produits Secs & Conserves;chips;lay's nature 150g;1.56
1786994335867;Produits Secs & Conserves;chips;lay's a l'ancienne nature 150g;1.56
3166221392827;Produits Secs & Conserves;chips;lay's a l'ancienne nature 300g;2.69
7747441457358;Produits Secs & Conserves;chips;lay's paysannes nature 150g;1.56
5211918858295;Produits Secs & Conserves;chips;lay's paysannes nature 300g;2.79
1381238170457;Produits Secs & Conserves;chips;lays edition limite saison hiv;1.64
6038904332094;Produits Secs & Conserves;chips;chips l'ondulee 125g;1.8
2742691169728;Produits Secs & Conserves;chips;chips l'authentiques 125g;1.8
7619958555800;Produits Secs & Conserves;chips;chips sans sel 125g;1.8
